Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Balloted,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Disputed,Double Glazed Windows,Drawing Room,Electricity,Electricity Backup,Elevator or Lift,Facilities for Disabled,File,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Sewerage,Steam Room,Study Room,Sui Gas,Swimming Pool,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 28429524,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_spacious_120_square_yards_house_available_for_sale_in_dha_defence-28429524-1674-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Extension Houses,120.0,4.0,4.0,44000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 41191241,https://www.zameen.com/Property/dha_phase_8_creek_vista_3750_square_feet_4_bedroom_elegantly_renovated_apartment_in_the_most_desired_project_of_city_known_as_creek_vista_located_at_dha_phase_8_is_available_for_sale-41191241-9058-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Creek Vista Flats,417.0,4.0,4.0,76000000.0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0.0,1.0,2.0,4.0,0.0,16.0,1.0,1.0,1.0,1.0
House 46790432,https://www.zameen.com/Property/d_h_a_dha_phase_6_well_maintained_500_yard_bungalow_for_sale_in_dha_phase_7-46790432-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,500.0,4.0,4.0,95000000.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
Flat 47188171,https://www.zameen.com/Property/dha_phase_7_jami_commercial_area_apartment_is_available_for_sale-47188171-8492-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Flats > Jami Commercial Area Flats,133.0,3.0,3.0,9500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0
House 46307860,https://www.zameen.com/Property/d_h_a_dha_phase_8_beautiful_west_open_brand_new_500_yards_bungalow_for_sale-46307860-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,6.0,6.0,165000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0
House 43533299,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_architect_built_500_yards_excellent_house-43533299-6677-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Zone A Houses,500.0,5.0,6.0,115000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,2012.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0
House 45724615,https://www.zameen.com/Property/d_h_a_dha_phase_8_500_yards_slightly_used_bungalow_for_sale_with_basement_and_swimming_pool-45724615-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,5.0,6.0,140000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0
Flat 47097973,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_dha_1050_sqft_spacious_apartment_for_sale_on_south_park_adjacent_park-47097973-1672-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 2 Extension Flats,117.0,2.0,2.0,10500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46251512,https://www.zameen.com/Property/dha_phase_7_sehar_commercial_area_flat_for_sale-46251512-8489-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Flats > Sehar Commercial Area Flats,100.0,2.0,2.0,9000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46478466,https://www.zameen.com/Property/d_h_a_dha_phase_7_2_bed_apartment_1125_sq_feet_for_sale_in_islamabad-46478466-1484-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 7 Flats,125.0,2.0,2.0,38500000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
House 46439939,https://www.zameen.com/Property/d_h_a_dha_phase_6_well_maintained_bungalow_for_sale-46439939-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,500.0,4.0,4.0,97500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46198304,https://www.zameen.com/Property/dha_phase_5_badar_commercial_area_1300_sq_ft_3_bedroom_brand_new_fully_furnished_apartment_available_for_sale_at_badar_commercial_dha_phase_5_karachi-46198304-8484-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 5 Flats > Badar Commercial Area Flats,144.0,3.0,3.0,25000000.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
House 46441758,https://www.zameen.com/Property/d_h_a_dha_phase_8_artistic_design_luxurious_bungalow_for_sale_500_sq_yards-46441758-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,5.0,6.0,210000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0
House 47002029,https://www.zameen.com/Property/d_h_a_dha_phase_6_1000_yards_brand_new_3_unit_bungalow_phase_vi_available_for_sale-47002029-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,1000.0,9.0,0.0,235000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,0.0
Flat 44312125,https://www.zameen.com/Property/d_h_a_dha_phase_8_booking_available_for_sale_area_per_flat_485_sq_feet_with_lift_west_open_well_maintain_flat_muslim_commercial_phase_6_dha_karachi-44312125-1485-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats,54.0,2.0,2.0,7600000.0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0
House 46620716,https://www.zameen.com/Property/d_h_a_dha_phase_6_bungalow_for_sale-46620716-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,500.0,6.0,6.0,160000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,2020.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0
House 41081730,https://www.zameen.com/Property/d_h_a_dha_phase_6_dha_phase_6_outclass_location_666_yards_very_well_maitained-41081730-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,666.0,5.0,6.0,170000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,2.0
House 46546826,https://www.zameen.com/Property/d_h_a_dha_phase_4_old_bungalow_for_sell_near_gizri_lanes-46546826-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,1021.0,4.0,4.0,135000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46757442,https://www.zameen.com/Property/d_h_a_dha_phase_5_hr_properties_pleased_to_offer_a_very_modern_apartment_for_sale_in_florida_homes_in_dha_phase_5-46757442-1482-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 5 Flats,100.0,2.0,2.0,14000000.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
House 38349026,https://www.zameen.com/Property/phase_5_dha_phase_5_extension_bungalow_for_sale_500_yard_2_3_bedroom_marble_flooring_good_location_available_at_dha_phase_5-38349026-1673-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 5 Houses > DHA Phase 5 Extension Houses,500.0,5.0,6.0,105000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
House 45998614,https://www.zameen.com/Property/d_h_a_dha_phase_8_exquisite_luxury_living_-_a_masterpiece_of_architectural_design_call_now_for_more_details-45998614-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,5.0,6.0,210000000.0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
House 46448246,https://www.zameen.com/Property/d_h_a_dha_phase_4_300_yards_phase_4_renovated_house-46448246-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,300.0,5.0,5.0,67000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
Flat 45483235,https://www.zameen.com/Property/emaar_crescent_bay_emaar_reef_towers_emaar_brand_new_apartment_for_sale-45483235-10720-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Crescent Bay Flats > Emaar Reef Towers Flats,200.0,2.0,4.0,62000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,4.0,16.0,0.0,25.0,1.0,1.0,1.0,1.0
House 47148153,https://www.zameen.com/Property/d_h_a_dha_phase_4_dha_phase_4_new_bunglow_available_for_sale_in_dha_phase_4-47148153-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,300.0,5.0,6.0,77500000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,2020.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
House 46821450,https://www.zameen.com/Property/d_h_a_dha_phase_8_brand_new_120_yards_bungalow_available_for_sale-46821450-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,120.0,4.0,5.0,52500000.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Flat 45158720,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_brand_new_2_bed_drawing_apartment_available_for_sale_dha_phase_6_karachi-45158720-6674-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Bukhari Commercial Area Flats,106.0,2.0,2.0,18500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0
House 20553486,https://www.zameen.com/Property/d_h_a_dha_phase_4_300_sq_yard_house_is_available_for_sale_in_phase_4-20553486-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,300.0,4.0,4.0,52500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45109851,https://www.zameen.com/Property/d_h_a_dha_phase_5_imagine_smart_brand_new_bungalow_1500_yard_for_sale_dha_phase_5-45109851-1482-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 5 Houses,1500.0,0.0,0.0,340000000.0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
Flat 46884171,https://www.zameen.com/Property/dha_phase_6_nishat_commercial_area_chance_deal_3_bed_dd_with_servant_room_corner_flat_for_sale_in_nishat_commercial_no_chatting_only_call-46884171-8491-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Nishat Commercial Area Flats,125.0,3.0,3.0,13500000.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,8.0,1.0,1.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0
House 45586875,https://www.zameen.com/Property/d_h_a_dha_phase_6_defence_500_yards_beautiful_bungalow_for_sale_swimming_pool_and_basement-45586875-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,500.0,5.0,6.0,92500000.0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,2017.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Flat 46547640,https://www.zameen.com/Property/dha_phase_6_bukhari_commercial_area_apartment_available_for_sale-46547640-6674-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Bukhari Commercial Area Flats,222.0,3.0,4.0,32000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015.0,1.0,1.0,3.0,0.0,4.0,1.0,2.0,1.0,1.0
House 45317585,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_defence_bungalow_100_yards_available_for_sale-45317585-1674-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Extension Houses,100.0,4.0,5.0,39500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
House 45288987,https://www.zameen.com/Property/d_h_a_dha_phase_6_house_for_grabs_in_600_square_yards_karachi-45288987-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,600.0,6.0,6.0,200000000.0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 43959498,https://www.zameen.com/Property/d_h_a_dha_phase_7_chance_deal_500yards_beautiful_used_bungalow_prime_location_dha_phase_7_karachi-43959498-1484-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Houses,500.0,6.0,6.0,100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0
Flat 46510472,https://www.zameen.com/Property/d_h_a_dha_phase_6_3_bed_apartment_1866_sq_feet_for_sale_in_islamabad-46510472-1483-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats,207.0,3.0,3.0,69100000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46502858,https://www.zameen.com/Property/dha_phase_8_emaar_crescent_bay_book_a_prime_location_1785_square_feet_flat_in_emaar_crescent_bay-46502858-8503-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar Crescent Bay Flats,198.0,2.0,3.0,65000000.0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 46647288,https://www.zameen.com/Property/dha_phase_6_nishat_commercial_area_dha_nishat_commerical_area_flat_for_sale_2000_square_feet-46647288-8491-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 6 Flats > Nishat Commercial Area Flats,222.0,3.0,4.0,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2018.0,0.0,1.0,3.0,0.0,4.0,1.0,0.0,0.0,1.0
House 46106517,https://www.zameen.com/Property/d_h_a_dha_phase_6_brand_new_bungalow_with_modern_design_and_luxurious_features-46106517-1483-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 6 Houses,800.0,6.0,6.0,290000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
House 46740640,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_brand_new_most_luxury_bungalow_for_living_in_phase_8_prime_location-46740640-6677-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses > DHA Phase 8 - Zone A Houses,500.0,6.0,6.0,210000000.0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0
House 45682149,https://www.zameen.com/Property/dha_defence_dha_phase_2_extension_prime_location_of_phase_2_extension-45682149-1672-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 2 Extension Houses,600.0,5.0,6.0,98500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0
House 45604172,https://www.zameen.com/Property/d_h_a_dha_phase_8_1000_sq_yards_villa_located_in_phase_8_available_for_sale-45604172-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,1000.0,6.0,6.0,360000000.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,2023.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0
House 45313026,https://www.zameen.com/Property/dha_phase_7_jami_commercial_area_bungalow_available_for_sale_at_khayaban_e_jami-45313026-8492-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 7 Houses > Jami Commercial Area Houses,129.0,4.0,3.0,42500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2015.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
House 46896675,https://www.zameen.com/Property/d_h_a_dha_phase_4_300yard_brandnew_bungalow_available_for_sale-46896675-1481-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 4 Houses,300.0,5.0,5.0,115000000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0
House 46930512,https://www.zameen.com/Property/d_h_a_dha_phase_8_brand_new_500_yards_house_for_sale_dha_defence_phase_viii_karachi-46930512-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,6.0,6.0,180000000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0
House 46620368,https://www.zameen.com/Property/d_h_a_dha_phase_8_elite_class_fully_furnished_living_used_600_days_as_brand_new_just_in_1350_wow_visit_once_you_ll_be_die_to_buy_guaranteed_more_than_out_standing-46620368-1485-1.html,Karachi Houses > DHA Defence Houses > DHA Phase 8 Houses,500.0,6.0,6.0,135000000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,2021.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
Flat 47138952,https://www.zameen.com/Property/dha_phase_8_emaar_the_views_apartment_for_sale-47138952-17808-1.html,Karachi Flats > DHA Defence Flats > DHA Phase 8 Flats > Emaar The Views Flats,267.0,3.0,3.0,85000000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
